line_number,mra,difference,transcribed_text,source_text
02347,0,17,de gea duru ma jouoka de aino wodiai de duru 'inahisanangi de abe duru 'inahi heranga hoko gea 'itemo ma jou 'ai-demo-demoka ho mode ngini komamoiwahi nibasa ma demo-demo-gea abeika nimafikirohi 'ai demo-gea ma dumutu 'o nagunaika,de gea duru ma jouoka de aino wodiai de duru inahisanangi de abe duru inahiheranga hokogea itemo ma jou ai demo demoka ho mode ngini ko ma moiuahi nibasa ma demo demo gea abeika nimafikirohi ai demo gea ma dumutu onagunaika
02353,0,4,masara o yesusu wahiorikoka naga manga hidee abeahao ato iwikalaki ho una wato adodoa ho ngini nihitaili abeika niaoino moi o tiwi isesenge la kaidadi to legahi,masara o yesusu wahiorikoka naga manga hidee abe ahao ato iwikalaki ho una wato adodoa ho ngini nihitaili abeika niaoino moi o tiwi ise senge la ka idadi tolegahi
02384,0,13,de waleha o nyawa yowoe-woeika wato 'ona abe yotoba-doto-dotoko 'o musa 'ai paretaino ona yodotoko ato nanga koano 'o kristusu abe ma dihira ma jou winihibeheongoka wato ahao wihidingoto ngini uku 'una gea ka o nyawa biaha dika anga moi wodadi nanga tofora 'o dautu 'ai totoforaukuino,de waleha o nyawa yowoe woeika wato ona abe yotobadoto dotoko o musa ai paretaino ona yodotoko ato nanga koano o kristusu abe ma dihira ma jou winihibehehongoka wato ahao wihidingoto nginiuku una gea ka o nyawa biaha dika angamoi wodadi nanga tofora o dautu ai totoforaukuino
02390,0,3,nako ngohi gea duru koidadiua de o nyawa yowoe-woe genangoka duru yogarago matiti o yesusu ai demo gea,nako ngohi gea duru ko idadiua de o nyawa yowoe woe genangoka duru yogarago ma titi o yesusu ai demo gea
02386,0,8,anga moi abeika to dautu ma hirete ai demo-demo abe madihira wohitulihuku wotemo wato ma jou oyawe wotemo ahi baluhu idodutuika wato naino nogogere ahi nirakoka la ngone hohikoano mata-mataika kahiadono ani musu gea duru manga hingounu naga ngonaika,angamoi abeika to dautu ma hirete ai demo demo abe ma dihira wotulihuku wotemo wato ma jou o yawe wotemo ahi baluhu idodutuika wato naino nogogere ahi nirakoka la ngone hohikoano mata mataika ka hiadono ani musu gea duru manga hingounu naga ngonaika
02392,1,9,de o nyawaika wadotokohi wato nimahidodiai ona abe yotoba-doto-dotoko o musa ai paretaino onagea duru yotobasade abe yoigo manga baju ma rorahai yomahinoauku de yotagi-tagi la ato yomahimatoko manga kuaha ikurutie o nyawaika de duru yoigo o nyawa yahayanga onangika o kiaka naga abe o nyawa yowoe-woe,de o nyawaika wadotokohi wato nimahidodiai ona abe yotobadoto dotoko o musa ai paretaino ona gea duru yomatobasade abe yoigo manga baju ma rorahai yomahinoauku de yotagi tagi la ato yomahimatoko manga kuaha ikurutiye o nyawaika de duru yoigoo o nyawa yahayanga onangika o kiaka naga abe o nyawa yowoe woe
02379,1,4,de genangoli nagoungu nato kiani nanga jou hidora de nanga womaha ma gahumu de kiani hidora de nanga hiningao ma gahumu de kiani hidora unangika de o kia dika mata-mata abe naga ngoneoka de o nyawa utuika hadora imaketero hoka to ngone nanga roehe mahirete ho dora,de genangoli nagoungu nato kiani nanga jou hidora de nanga womaha ma gahumu de kiani hidora de nanga hiningaoo ma gahumu de kiani hidora unangika de o kia dika mata mata abe naga ngoneoka de o nyawa utuika hadora imaketero hoka to ngone nanga roehe ma hirete hoodora
02345,0,13,de ahao yesusu wohigila-gilahi 'ai demo nangika wato abe ma titi ona wioluku ma dutu 'ai ngofaka gea 'imakiniki de abe ma dodihiraka naga 'ihitulihukuoka ma jou ai demo-demoka,de ahao o yesusu wohigila gilahi ai demo onangika wato abe ma titi ona iwioluku ma dutu ai ngofaka gea imakiniiki de abe ma dodihiraka naga itulihukuoka ma jou ai demo demoka
01999,1,9,ho ai kapongokagea koiwa manga horomati unangika ho kowodiaiua o heheranga bo wahu naga o nyawa yamuruono naga dika yopopanyake uku wa so de ai giama de wahitogumu tanu ai hininga la ka manga ngoe wahitogumu masara unangika koiwingakua ho koidadiuali,ho ai kapongoka gea ko iwa manga horomati unangika ho ko wodiaiua o heheranga bowahu naga o nyawa yamuruono naga dika yopopanyakeuku waso de ai giama de wahitogumu tanu ai hininga la ko manga ngoe wahitogumu masara unangika ko iwingakua ho ko idadiuali
02351,1,11,de 'ona yoboa 'o yesusino de iwitemoato mia guru abe ngona minihiorikoka ngona notoba-gou-goungu de ngona konairikua 'o nyawa de ma jou 'ai mau ngoneino nomidotoko duru nagou-goungu hogea miato ngonaika minileha de hokona mia leleha,de ona yoboa o yesusino de iwitemo ato mia guru abe ngona minihiorikoka ngona notobagou goungu de ngona ko nairikua o nyawa de ma jou ai mau ngoneino nomidotoko duru nagou goungu ho gea miato ngonaika minileha de hokonaa mia leleha
02527,0,13,de aho yamuruono naga iwiobiri o yesusoko de ai lako apakitoka de o ngoere ma belaka la ufa womahioriki de aho ona yomakawalimi iwitidingi de aho iwilehato ei nako ngo nai goungu naga ani sosawaro ma jouoka de aino abeika nomihingahuo nagona initidingi na,de ahao yamuruono naga iwiobiri o yesusoko de ai lakoko apakitoka de o ngoere ma belaka la ufa womahioriki de ahao ona yomakawalimi iwitidingi de ahao iwileha ato ei nako ngona igoungu naga ani sosawaro ma jouoka de aino abeika nomihingahu onagona initidingi naa
02533,0,11,de aha o'ongofeka gea mimakeokali o petrusu ma ngoranoka de ona ngikali abe yomatomuino gena ngoka de mahingahu mato una na marayoka to'ona manga domuino,de ahao o ngofeka gea mimakeokali o peturusu ma ngoranoka de onangikali abe yomatoomuino genangoka de mahingahu mato una naa maraioka to ona manga doomuino
02490,1,5,de 'o yesusu wao 'o petrusu de o yakobusu de 'o yohanese la yomakiniiki de de una de yomahiadonika dokenangika de 'o yesusu duru ai hininga ihuha hiadono ko womahimakeokaua ai hininga,de o yesusu wao o peturusu de o yakobusu de o yohanese la yomakiniiki de de una de yomahiadonika dokenangika de o yesusu duru ai hininga ihuha hiadono ko womahimakeokaua ai hininga
02484,0,1,masara ahao to momikoli ahi honengino de gea ahao ngohi toiki tohira o galilea ma tonakika de ngini ahao nihihidoduruino,masara ahao tomomikoli ahi honengino de gea ahao ngohi toiki tohira o galilea ma tonakika de ngini ahao nihihidoduruino
02446,0,14,gea duru 'imaketero ahi behehongo nginika tato ngini niogoa-goana 'anga moi nginio ma konihiorikua muruonoka de 'o tau ma dutu gea woboa marai 'ihumuririhuku de woboa 'eko marai 'o futu gorona de woboa eko marai ngade-ngade 'itebini de woboa ekola marai 'o wange 'ihiwariha de woboa,gea duru imaketero ahi behehongo nginika tato ngini niogoa goana angamoi nginioo ma ko nihiorikua muruonoka de o tau ma dutu gea woboa marai ihumuririhuku de woboa eko marai o futu gorona de woboa eko marai ngade ngade itebini de woboa ekola marai o wange ihiwariha de woboa
02329,0,8,hokogee a'idadi abe o yesusu de 'o yahudi ma nyawa manga hohidimono yomakoke-temo de manga demo yesusu wahikala abe to'ona manga hininga wohikawalimi,hokogea idadi abe o yesusu de o yahudi ma nyawa manga hohidimono yomakoketemo de manga demo o yesusu wahikala abe to ona manga hininga wohikawalimi
02453,0,17,masara o nautu yomake-tehitiari 'ato ufa una gea hitaoko 'o rame-rame ma gogiriaka done 'ahao 'o nyawa ipuda 'o kangamo hokogea 'o yahudi ma nyawa manga hohidimono manga hide la 'ato iwitoma 'o yesusu,masara ona utu yomahiketehitiari ato ufa una gea hitaoko o rame rame ma gogiriaka done ahao o nyawaka ipuda o kangamo hokogea o yahudi ma nyawa manga hohidimono manga hidee la ato iwitoma o yesusu
02301,0,5,ho ma gotaika gea wolegahi la wato wamake ma hofoko ma sara wolegaika de ma hokadika naga ma sara moio de koiwa ma hofoko ma gotaka gea,ho ma gotaika gea wolegahi la wato wamake ma hofoko masara wolegaika de ma hoka dika naga masara moioo de ko iwa ma hofoko ma gotaka gea
01943,1,15,de 'o wange gee a duru 'o bimaoaka de 'o yesus wotemo 'iwininikika wato niaino la ngone homahihora doka 'o ngooto ma honongaika,de o wange gea duru o bobimaowaka de o yesusu watemo iwinii niikika wato niaino la ngone homahihora doka o ngooto ma honongaika
02315,0,5,de o yesus wopaluhu iwininikika wato kiani niwingaku ma jouika,de o yesusu wapaluhu iwinii niikika wato kiani niwingaku ma jouika
02581,2,13,de' na abe o yesus ai gota isosaliainoka nagali womatengo abe o roma manga tentara manga baluhu abe ai kokawaha ya ratuhu moi ho unango naga o yesus ai gotaka de una wimake o yesus hokokia wohonenge de' wotemo wato duru ikou-goungu una gea toma jou ai ngofaka,de naa abe o yesusu ai gota isosalioainoka nagali womatengo abe o roma manga tentara manga baluhu abe ai kokawaaha yaratuhu moi ho unangoo naga o yesusu ai gotaka de una wimake o yesusu hokokia wohonenge de wotemo wato duru igou goungu una gea to ma jou ai ngofaka
02542,0,6,de ahao ohidemo ma nyawa ma jowuyiye manga hohidimono ona duru iwitaye-taye o yesusika,de ahao o hidemo ma nyawa ma jouiye manga hohidimono ona duru iwitae tae o yesusika
02142,2,20,ma sara o yesusu womadogilioro de womalega 'iwininikika de ahao 'o petrus ikali witaaere wato ngona na hoka 'o ibilihi dika ma mau naniki ho ahi poretoko nomahiwalimoka ibotoka notemo hokogea anga moi gea 'o nyawa dika manga hininga naniki de koma jou aimaua naniki nako hokogea notemo,masara o yesusu womadogilioro de womalega iwinii niikika de ahao o peturusikali witaere wato ngona naa hoka o ibilihi dika ma mau naniiki ho ahi poretoko nomahiwalimoka ibootoka notemo hokogea angamoi gea o nyawa dika manga hininga naniiki de ko ma jou ai mauua naniiki nako hokogea notemo
01853,0,16,abe tanu 'ona manga hidemo ma nyawa dika kaidadi yaolomo ma roti gea 'o nyawa 'utu-duru koidadiuwa yaolomo masara 'o dautu 'una waolomo de wahikokodokuo 'ai dodiawoika la 'ona ngo yaolomo,abe tanu ona manga hidemo ma nyawa dika ka idadi yaolomo ma roti gea o nyawa utu duru ko idadiua yaolomo masara o dautu una waolomo de wahikodokuoo ai dodiawoika la onangoo yaolomo
02238,2,6,de' nagali itemo koidadiua o nyawa nia rusirusi de kiani naga nia horomati nia baba de nia memeika hiadono niahingounu de nia ao irahai onangika hokogea o musa ai pareta inahingahu hokogea o yesusu ai bobaluhu unangika,de nagali itemo ko idadiua o nyawa niarusi rusi de kiani naga nia horomati nia baba de nia memeika hiadono niahingounu de niao irahai onangika hokogea o musa ai pareta inahingahu hokogea o yesusu ai bobaluhu unangika
01847,2,7,honako ma teongo mahungi kiani hoguhe o popoje ma hungiuku hokogea o yesusu ahi ketero abe genangino de wahitararono ma titi okia naga hiadono to una ai dodiawo koyopuahauahi ma oraha gea,ho nako ma teongo ma hungi kiani hoguhe o popoje ma hungiuku hokogea o yesusu ai hiketero abe genangino de wahitararono ma titi o kia naga hiadono to una ai dodiawo ko yopuahauahi ma oraha gea
01846,0,16,de ma moioli 'o yesusu wohiketero abe matiti kamoi de hokona kangano wato nako naga 'o angguru ma teongo kama hungiohi koi dadi uwa hoguhe 'o popojeuku nako ma popoje ma dekanoka done 'ahao ma teongo ihaga de ma popoje ipotoka de gee 'ahao ma teongo ikopoaka de ma popojeo irusakoka,de ma moioli o yesusu wohiketero abe ma titi ka moi de hoka kangano wato nako naga o angguru ma teongo ka ma hungiohi ko idadiua hoguhe o popojeuku nako ma popoje ma dekanoka done ahao ma teongo ihaga de ma popoje ipotoka de gea ahao ma teongo ikopoaka de ma popojeoo irusakoka
02239,0,5,de una womahingahu o yesusika wato ya ahi guru anga moi ngohi o pareta gea mata-mata ngohi na duru tanikoka ahi etetekinohi,de una womahingahu o yesusika wato iya ahi guru angamoi ngohi o pareta gea mata mata ngohi naa duru taniikoka ahi etetekinohi
01852,0,14,ho ma oraha gea de 'o dautu duru 'iwihafini de 'ai dodiawo 'ona ngo yahafini ho ma jou 'ai tau ma goronaika wowohamika 'o dautu wolomo 'o roti 'abe ma jouika 'iwidingakoka,ho ma oraha gea de o dautu duru iwihafini de ai dodiawo onangoo yahafini ho ma jou ai tau ma goronaika wowohamika o dautu de wolomo o roti abe ma jouika iwidingakoka
02143,0,14,gea o petrusika witemo iboto de ahao wahokino iwininiki yangimoi de yahinoto de naga utu manga ngoe-ngoe genangoka wakokiahokino de wahitiari onangika wato o nagona dika nginioka abe niato nihininiki ngohi kiani tingini mahirete niamau nianoaka,gea o peturusika witemo ibooto de ahao wahokino iwinii niiki yangimoi de yahinooto de naga utu manga ngoe ngoe genangoka wakokiahokino de wahitiari onangika wato onagona dika nginioka abe niato nihinii niiki ngohi kiani ti ngini ma hirete nia mau nianoaka
02557,1,13,de 'ahao 'o roma ma tentara 'o yesus wiwiaoika 'o pilatus waitau ma goronaika de genangoka manga dodeawo mata-mata yakokiahokino abe 'o tentara 'o doomu moi,de ahao o roma ma tentara o yesusu iwiaoika o pilatusu ai tau ma goronaika de genangoka manga dodiawo mata mata yakokiahokino abe o tentara o doomu moi
02543,3,12,de o pilatusu moioli wileha wato abeikagea ma ngoeoka initae-tae ma sara ngona ka nomariridoka dika lonesarakia ma titi ngonaka hohiadono kono mademouwa,de o pilatusu moioli wileha wato abeika gea ma ngoeoka initae tae masara ngona ka nomarii riidoka dika done sarakia ma titi ngonaka ho hiadono ko nomademoua
02580,0,6,de abe duru ma oraha o yesus wai ngomaha itoakoka de doka 'o kota ma goronaka abe ma jou ai tau ma goronaka de o ngoere ma biri-birini ikakihi daku ma barenoka de auku hiadono dau ma barenuku ho gea ipelaka inotoka,de abe duru ma oraha o yesusu ai ngomaha itoakoka de doka o kota ma goronaka abe ma jou ai tau ma goronaka de o ngoere ma biri birini ikakihi daku ma barenoka de auku hiadono dau ma barenuku ho gea ipelaka hinootoka
02314,0,4,de ahao o petrusu womahohininga o yesusu aidemo abe kanugonino wohitemoka ma gotaika gea de wotemo unangika wato ahi guru abeika ma gota na abe kanugono ngona nohikobotoka na ihonengoka,de ahao o peturusu womahohininga o yesusu ai demo abe kanugonino wohitemoka ma gotaika gea de wotemo unangika wato ahi guru abeika ma gota naa abe kanugono ngona nohikobotoka naa ihonengoka
02300,0,9,de ma guru tikahi de naga wamake o gogilioro ma gota utu moi de ma gota gea ngaro ma oraha ko adonuahi la ihofoko de 'o hofoko ma goagomo ma sara biaha naga toena ma hofoko ma domoro abe imakiniki de ma hoka de ma gota gea naga ihokaka ho ingodumoka ma hoka,de ma gurutikahi de naga wamake o gogilioro ma gota o utu moi de ma gota gea ngaro ma oraha ko adonuahi la ihofoko de o hofoko ma ago agomo masara biaha naga to ena ma hofoko ma domoro abe imakiniiki de ma hoka de ma gota gea naga ihokaka ho ingodumoka ma hoka
02328,2,18,homa bahaika de manga hohidimono gea iwitemo yesusika ato ma rai-gea komihiorikua de aha o yesus wotemo wato anga moi gea ngini konipaluhuwa ngohio toluku tinihingahu abe matiti ahikuaha 'o kiaka de aino la kaidadi 'o nyawa gea taduhu ma jou aitauino,ho ma bahaika de manga hohidimono gea iwitemo o yesusika ato marai gea ko mihiorikua de ahao o yesusu wotemo wato angamoi gea ngini ko nipaluhua ngohioo toluku tinihingahu abe ma titi ahi kuaha o kiaka de aino la ka idadi o nyawa gea taduhu ma jou ai tauino
02447,0,3,ho iti ufa inikiokoka o howonika de kaitodokanino de woboa de winimake nia gioko ma goronaka,ho iti ufa inikiookoka o howonika de ka itodokanino de woboa de winimake nia giooko ma goronaka
02485,0,22,de to  yesusu aidemo gee a'abe matiti o nahao iwi kokiporete gee 'aidemo 'o petrusu woihene de womahingahu de ai buturungu wato ahi baluhu ngaro 'onana mata-mata inikokiporete ma sara ngohi na duru kotoniporetua,de to yesusu ai demo gea abe ma titi ona ahao iwikokiporete gea ai demo o peturusu woihene de womahingahu de ai buturungu wato ahi baluhu ngaro ona naa mata mata inikokiporete masara ngohi naa duru ko toniporetua
02491,1,15,de 'una womahingahu yaruangeika bato ahi dodiawo na 'ahi hininga duru 'ihuha abe duru 'ihilungunoka hidutu tama hoka ngade-ngade to honengena de nimagogo-gerohi nenangoka dika de ufa inikioko,de una womahingahu yaruangeika wato ahi dodiawo naa ahi hininga duru ihuha abe duru ihilungunoka hidutu tamao hoka ngade ngade tohonenge naa de nimagoo gogerohi nenangoka dika de ufa inikiooko
02532,2,11,ma sara o petrusu ka womahipongono wato ngohi marai ani demo ikuranga tataoko matiti iya tanu duru koto manga ratiua ani demo-gea de aha o petrusu womatitokika o loa ma ngoranoka de ma oraha gea de o kuru-kuru ataili,masara o peturusu ka womahipongono wato ngohi marai ani demo ikuranga tataoko ma titi iya tanu duru ko tomangaratiiua ani demo gea de ahao o peturusu womatitokika o loa ma ngoranoka de ma oraha gea de o kuru kuru ataili
02526,0,3,nako ngohi ai demo gea dika de iwihitaanoka ai howono o hitaana utu-koi hopereluokaua ho ngini sarakia niaputuhu de ona mata-mata iwipaluhu ato miaputuhu moi dika ai hohowono iwihitaana kiani una gea iwihohonenge,nako ngohi ai demo gea dika de iwihitaanoka ai howono o hitaana utu ko hopereluokaua ho ngini sarakia niaputuhu de ona mata mata iwipaluhu ato miaputuhu moi dika ai hohowono iwihitaana kiani una gea iwihohonenge
01998,0,9,de ngaro ai dutuo eko abe ai tauoka ma onango koiwa manga horomati ma jou ai uru ma dodofangika gea ho ngohi duru kotoheranguwa abe ngini ahi kapongokana de koiwa nia horomati ngohino hokogea o yesusu ai dodaaere ma demo onangika,de ngaro ai dutuoo eko abe ai tauoka ma onangoo ko iwa manga horomati ma jou ai uru ma dodofangika gea ho ngohi duru ko toherangua abe ngini ahi kapongoka naa de ko iwa nia horomati ngohino hokogea o yesusu ai dodaere ma demo onangika
02350,1,11,de 'ipaha de 'o agama ma hohidimono gea yahidingoto 'o yesusika 'o farisi manga domuino ma nyawa yamuruono naga de 'o herodese ai nyawa yamuruono naga 'ona yahidingoto 'unangika la 'ato 'iwileha de 'ihititi genangino la ahao yolio la ato iwikalaki una,de ipaha de o agama ma hohidimono gea yahidingoto o yesusika o farisi manga doomuino ma nyawa yamuruono naga de o herodese ai nyawa yamuruono naga ona yahidingoto unangika la ato iwileha de ihititi genangino la ahao yolio la ato iwikalaki una
02344,2,7,ia ngohi tato koaho una ma hirete wolio airedika la ai redi yogoa-goana koaho wahibinaha wahibinaha iboto de ahao o nyawa utuoli wairiki la onangoli ahao yogoa-goana ai angguru ma redi gea hokogea ngohi ahi hininga,iya ngohi tato koaho una ma hirete wolio ai redika la ai redi yogoa goana koaho wahibinaaha wahibinaaha ibooto de ahao o nyawa utuoli wairiki la onangoli ahao yogoa goana ai angguru ma redi gea hokogea ngohi ahi hininga
02378,1,11,de 'ahoo una woto-ba-dotoko gea witemo yesusika wato guru gea duru 'itaana 'ani bobaluhu gea duru na goungu nato ma jou womatengo dika de koiwa 'o jou utu,de ahao una wotobadotoko gea witemo o yesusika wato guru gea duru itaana ani bobaluhu gea duru nagoungu nato ma jou womatengo dika de ko iwa o jou utu
02393,0,8,de naga moioli yoigo nako nanga dodotoko ma tautauoka de duru yoigo nyawa manga himangoka de yogogeruku de nako o ngongolomokao de duru yoigo yogogere o kiaka naga yokokurutie manga gogogeroka,de naga moioli yoigo nako nanga dodotoko ma tau tauoka de duru yoigo o nyawa manga himangoka de yogogeruku de nako o ngolo ngolomokaoo de duru yoigo yogogere o kiaka naga yokokurutiye manga gogogeroka
02387,1,18,hoko gea ma dihira 'o dautu waturu toma jou 'ai demo abe gea witemo dautika 'ahi baluhu 'idodutuika de gea ko to dautua dika 'ai demo anga moi ma jou 'o womaha wihihira-hira 'o dautu hiadono 'ai demo gea wohitulihuku,hokogea ma dihira o dautu waturu to ma jou ai demo abe gea witemo o dautu ai baluhu idodutuika de gea ko to dautua dika ai demo angamoi ma jou o womaha wihihira hira o dautu hiadono ai demo gea wohitulihuku
02383,0,7,de aha o yesus wadotoko nyawaika ma jou ai tau ma loaka de naga o leleha moi una ngoli wato waleha la kaidadi o nyawa yomahihohininga,de ahao o yesusu wadotoko o nyawaika ma jou ai tau ma loaka de naga o leleha moi unangoli wato woleha la ka idadi o nyawa yomahihohininga
02397,0,6,de ahao o yesusu woikohi de wogogeruku la womalega ma jou aitau ma hidoaka ma petika abe ma peti ma goronauku gea o nyawa yotobanoa manga tiwi abe yato yahidoaka ma jou aitau ma karajangika de walega-lega ma orahaona abe de manga tiwi-tiwioka yatotilakuru de yonoa manga hidoaka ma peti ma goronauku,de ahao o yesusu woikohi de wogogeruku la womalega ma jou ai tau ma hidoaka ma petika abe ma peti ma goronauku gea o nyawa yotobanoa manga tiwi abe yato yahidoaka ma jou ai tau ma karajaangika de walega lega ma oraha ona abe de manga tiwi tiwioka yatotilakuru de yonoa manga hidoaka ma peti ma goronauku
02340,0,2,de ipaha 'o redi ma dutu wato naga womatengokahi wihidingoto de una gea to'una ai ngofaka ma dutu abe una gea duru widora de ma bahaika ai ngofaka gea wihidingoto abe ma redi ma gogoanika de wato ona gea kiani naga manga horomati ahi ngofakika,de ipaha o redi ma dutu wato naga womatengokahi wihidingoto de una gea to una ai ngofaka ma dutu abe una gea duru widora de ma bahaika ai ngofaka gea wihidingoto abe ma redi ma gogoanika de wato ona gea kiani naga manga horomati ahi ngofakika
02354,0,12,de ahao gea moi iwihidoaka de ahao unangoli waleha onangika wato ma tibi okana to naguna 'ai hapa naga de to naguna 'ai romanga de gea iwi paluhu wato de gea to roma ma nyawa manga koano,de ahao gea moi iwihidoaka de ahao unangoli waleha onangika wato ma tiwioka naa to onaguna ai hapa naga de to onaguna ai romanga de gea iwipaluhu ato de gea to o roma ma nyawa manga koano
02368,0,13,abe ai bukuoka de inahingahu matiti ma jou naga 'o gota ma eteteke itoka-tokaroka de witemo o musaika hokona wato abe ani totofora o abrahama de o ishaka de o yakupu ona gea ka ihihigiririohi ngohino anga moi ngohina to'ona manga jou,abe ai bukuoka de inahingahu ma titi ma jou naga o gota ma eteteke itoka tokaroka de witemo o musaika hokonaa wato abe ani totofora o abarahaama de o isaka de o yakubu ona gea ka ihihigiriiriohi ngohino angamoi ngohi naa to ona manga jou
02522,0,13,de gea ahao wipaluhu wato igoungu ngohi na de ngini ahao nihi make ngohi o nyawa ma ngofaka abe horogaka de tauku toboa ma sara o nyawaino tomaboa gea nihimake abe ma oraha togogere ma jou wolaku-laku ani rakoka de abe ngohi daku o horogaka ma oraha lobi-lobi magoronaka totagi,de gea ahao wipaluhu wato igoungu ngohi naa de ngini ahao nihimake ngohi o nyawa ma ngofaka abe o horogaka de tauku toboa masara o nyawaino tomaboa gea nihimake abe ma oraha togogere ma jou wolaku laku ai nirakoka de abe ngohi daku o horogaka ma oraha o lobi lobi ma goronaka totagi
02536,1,31,ka de 'o petrusu wotemo 'ibooto de 'o kuru-kuru 'atailoli ho gea 'ataili ma hinoto 'ibooto de 'o yesusu 'ai demo 'unangika ka ngano gea wohininga 'abe 'o yesusu wotemo wato 'o futu na dika de 'o kuru-kuru 'ataili 'ahao ma hinoto de ngona na nohioluku ma hangeou de gea 'o petrusu 'ai hininga duru 'ihuha hiadono woari ho 'iwihowo-howo,ka de o peturusu wotemo ibooto de o kuru kuru atailoli ho gea ataili ma hinooto ibooto de o yesusu ai demo unangika kangano gea wohininga abe o yesusu wotemoka wato o futu naa dika de o kuru kuru ataili ahao ma hinooto de ngona naa nohioluku ma hangeou de gea o peturusu ai hininga duru ihuha hiadono woari ho iwihowo howo
02495,3,12,de 'aho o yesusu wahibehehongoli 'onangika wato ngini kiani niwangoro de nimaniata ma jouie la 'ufa ma dorou inihiatara de nia howono 'unangika igoungu nia hininga yomodeke masara nia badanga koapoauwa,de ahao o yesusu wahibehehongoli onangika wato ngini kiani niwangoro de nimaniata ma jouiye la ufa ma dorou inihiatara de niahowono unangika igoungu nia hininga ka yomodeke masara nia badanga ko apoaua
02456,2,6,ma sara o nyawa utu genangoka ka degea amake de yongamoka de ona yomakoketemo ato hou adodoa homa minya ihali-hali gea de ma umoka hokogea,masara o nyawa utu genangoka ka de gea amake de yongamoka de ona yomakoketemo ato ou adodoa ho ma minya ihali hali gea de maumoka hokogea
02304,2,20,hodeipaha de 'ona yogila-gila daku 'o yerusaleme ma kotaie yomahiadonieoka de ahao 'o yesusu wowohamikali ma jou 'ai tau ma loaka wowohamika de naga wamake 'o nyawa yomatiwi-tiwi genangoka abe 'utu yotobafuku-fukunu 'o aewani la 'o nyawa yomaija de yomahihuba de 'o aewani gea de naga utuoli 'o aewani yotoba-ijaija genangoka,ho de ipaha de ona yogila gila daku o yerusaleeme ma kotaiye yomahiadoniyeoka de ahao o yesusu wowohamikali ma jou ai tau ma loaka wowohamika de naga wamake o nyawa yomatiwi tiwi genangoka abe utu yotobafuku fukunu o aewani la o nyawa yomaija de yomahihuba de o aewani gea de naga utuoli o aewani yotobaija ija genangoka
01946,0,13,masara o yesusu wikiokoka o ngotiri ma duruoka womapanginie de' iwininiki iwitumomiki de' yotemoato guru ngone na hobinaha de' konomalegaikaua,masara o yesusu iwikiookoka o ngotiri ma duruoka womapanginiye de iwinii niiki iwitumomiki de yotemo ato guru ngone naa hobinaaha de ko nomalegaikaua
02310,1,11,ho 'ona gea yohawanoka de yomakoketemo ato done na 'o kokawaha 'ahao ko'inanikokaua de gea yomulaengoka 'iwihide la ato 'o yesusu 'iwitoma,ho ona gea yohawanoka de yomakoketemo ato done naa o kokawaaha ahao ko inaniikokaua de gea yomulaengoka iwihidee la ato o yesusu iwitoma
02443,0,15,masara abe matiti ngohi ahao toboali duru komoiua de ihioriki abe mawange okia eko matakoro muruono de toboa de ngaro o momalaekato daku ohorogaka ma koihiorikua de ngaro ngohio ma kotohiorikua ahigahe duga-duga ma jowo-baba dika una wohioriki,masara abe ma titi ngohi ahao toboali duru ko moiua de ihioriki abe ma wange o kia eko ma takoro muruono de toboa de ngaro o momalaekatoo daku o horogaka ma ko ihiorikua de ngaro ngohioo ma ko tohiorikua ahi gahe duga duga ma jou o baba dika una wohioriki
02590,0,13,de o yusupu wosobo de woiki woija moi o ngoere abe malawe duru malualuhu de aho yesusu aigotaika woiki de waika de o yesusu aihonenge wihiguti o gota isosaluauku de duru wihi rako de o ngoere marorahai gea,de o yusupu wosobo de woiki woija moi o ngoere abe ma lawe duru ma alu aluhu de ahao o yesusu ai gotaika woiki de waika de o yesusu ai honenge wihiguti o gota isosalioauku de duru wihirako de o ngoere ma rorahai gea
01856,0,10,de na moioli matiti tinihingahu abe ngohi na o nyawa mangofaka abe ohorogaka de tauku toboa ho ngohio o hiaini mawange ma hibaluhu ho ngohi dika naga de ahi kuahaka la tomaputuhu mahiaturu okia itiai haniki o hiaini ma wangeoka,de naa moioli ma titi tinihingahu abe ngohi naa o nyawa ma ngofaka abe o horogaka de tauku toboa ho ngohioo o hiaini ma wange ma hibaluhu ho ngohi dika naga de ahi kuahaka la tomaputuhu ma hiaturu o kia itiai haniiki o hiaini ma wangeoka
02229,0,14,de ipahaino de ahao 'o nyawa manga ngofa-ngofaka yaao 'o yesusino la ato una wafokumu la kaidadi ona yamake ma owa ma jouino ma sara 'o yesusu iwininiki ona yataaere manga dimonika ato ei koidadiua ma ngofa-ngofaka na niaoika ma guruika done iwiruwae,de ipahaino de ahao o nyawa manga ngofa ngofaka yao o yesusino la ato una wafokumu la ka idadi ona yamake ma owa ma jouino masara o yesusu iwinii niiki ona yataere manga dimonika ato ei ko idadiua ma ngofa ngofaka naa niaoika ma guruika done iwiruwae
