"language","version","stocknumber","filesetid","type","script","iso639","bibleid"
"Malvi","2012 Malvoday and New Life Literature (वर्जन नाम – मालवोदय)","N2MUP/NLL","MUPNLLP2DV","video_stream","Deva","mup","MUPNLL"
"Murle","1996 Bible League Intl.","N2MUR/TBL","MURTBL","text_plain",NULL,"mur","MURTBL"
"Murle","1996 Bible League Intl.","N2MUR/TBL","MURTBL","text_format",NULL,"mur","MURTBL"
"Murle","1996 Bible League Intl.","N2MUR/TBL","MURTBLN2DA","audio_drama",NULL,"mur","MURTBL"
"Murle","1996 Bible League Intl.","N2MUR/TBL","MURTBLN2DA16","audio_drama",NULL,"mur","MURTBL"
"Murle","1996 Bible League Intl.","N2MUR/TBL","MURTBLP2DV","video_stream",NULL,"mur","MURTBL"
"Muthuvan","New Life Computer Institute","N2MUV/NLC","MUVNLC","text_plain","Taml","muv","MUVNLC"
"Muthuvan","New Life Computer Institute","N2MUV/NLC","MUVNLC","text_format","Taml","muv","MUVNLC"
"Muthuvan","New Life Computer Institute","N2MUV/NLC","MUVNLCN1DA","audio","Taml","muv","MUVNLC"
"Muthuvan","New Life Computer Institute","N2MUV/NLC","MUVNLCN2DA","audio_drama","Taml","muv","MUVNLC"
"Muthuvan","New Life Computer Institute","N2MUV/NLC","MUVNLCP2DV","video_stream","Taml","muv","MUVNLC"
"Mundari","Old Version Re-edited","N2MUW/BSI","MUWBSIN2DA","audio_drama",NULL,"unr","MUWBSI"
"Bo-Ung","2004 Wycliffe Bible Translators, Inc.","N2MUX/WBT","MUXWBT","text_plain","Latn","mux","MUXWBT"
"Muyang","2013 Wycliffe Bible Translators, Inc.","N2MUY/WBT","MUYWBT","text_plain","Latn","muy","MUYWBT"
"Muyang","2013 Wycliffe Bible Translators, Inc.","N2MUY/WBT","MUYWBTN1DA","audio","Latn","muy","MUYWBT"
"Muyang","2013 Wycliffe Bible Translators, Inc.","N2MUY/WBT","MUYWBTN2DA","audio_drama","Latn","muy","MUYWBT"
"Muyang","2013 Wycliffe Bible Translators, Inc.","N2MUY/WBT","MUYWBTP2DV","video_stream","Latn","muy","MUYWBT"
"Manam","1996 Wycliffe Bible Translators, Inc.","N2MVA/BTA","MVABTA","text_plain","Latn","mva","MVABTA"
"Mam","Asociación Educativa y Cultural Maya","P2MVC/AEM","MVCAEM","text_plain","Latn","mam","MVCAEM"
"Mam","Asociación Educativa y Cultural Maya","P2MVC/AEM","MVCAEM","text_format","Latn","mam","MVCAEM"
"Mam","Asociación Educativa y Cultural Maya","P2MVC/AEM","MVCAEMP1DA","audio","Latn","mam","MVCAEM"
"Mam","Asociación Educativa y Cultural Maya","P2MVC/AEM","MVCAEMP2DA","audio_drama","Latn","mam","MVCAEM"
"Mam","2008 Wycliffe Bible Translators Inc.","N2MVC/NVS","MVCNVS","text_plain",NULL,"mam","MVCNVS"
"Mam","2008 Wycliffe Bible Translators Inc.","N2MVC/NVS","MVCNVSN2DA","audio_drama",NULL,"mam","MVCNVS"
"Mam","2008 Wycliffe Bible Translators Inc.","N2MVC/NVS","MVCNVSN2DA16","audio_drama",NULL,"mam","MVCNVS"
"Mam, Todos Santos","2000 Wycliffe Bible Translators","N2MVJ/WBT","MVJWBT","text_plain",NULL,"mam","MVJWBT"
"Mam, Todos Santos","2000 Wycliffe Bible Translators","N2MVJ/WBT","MVJWBTN2DA","audio_drama",NULL,"mam","MVJWBT"
"Duri","Today's Duri Version, 2005","N2MVP/LAI","MVPLAI","text_plain","Latn","mvp","MVPLAI"
"Duri","Today's Duri Version, 2005","N2MVP/LAI","MVPLAIN2DA","audio_drama","Latn","mvp","MVPLAI"
"Duri","Today's Duri Version, 2005","N2MVP/LAI","MVPLAIN2DA16","audio_drama","Latn","mvp","MVPLAI"
"Duri","Today's Duri Version, 2005","N2MVP/LAI","MVPLAIP2DV","video_stream","Latn","mvp","MVPLAI"
"Are","2011 Wycliffe Bible Translators, Inc.","P2MWC/WBT","MWCWBT","text_plain","Latn","mwc","MWCWBT"
"Sar","2006 Bible Society of Chad","N2MWM/ABT","MWMABTN2DA","audio_drama",NULL,"mwm","MWMBSC"
"Sar","2006 Bible Society of Chad","N2MWM/ABT","MWMABTN2DA16","audio_drama",NULL,"mwm","MWMBSC"
"Sar","2006 Bible Society of Chad","N2MWM/ABT","MWMABTP2DV","video_stream",NULL,"mwm","MWMBSC"
"Mün Chin","Common Language Version (Ng'thu K'Thai)","N2MWQ/BSM","MWQBSM","text_format","Latn","mwq","MWQBSM"
"Mün Chin","Common Language Version (Ng'thu K'Thai)","N2MWQ/BSM","MWQBSM","text_plain","Latn","mwq","MWQBSM"
"Mün Chin","Common Language Version (Ng'thu K'Thai)","N2MWQ/BSM","MWQBSMN2DA","audio_drama","Latn","mwq","MWQBSM"
"Mün Chin","Common Language Version (Ng'thu K'Thai)","N2MWQ/BSM","MWQBSMN2DA16","audio_drama","Latn","mwq","MWQBSM"
"Mentawai","Today's Mentawai Version, 1993","N2MWV/LAI","MWVLAI","text_plain","Latn","mwv","MWVLAI"
"Mentawai","Today's Mentawai Version, 1993","N2MWV/LAI","MWVLAIN2DA","audio_drama","Latn","mwv","MWVLAI"
"Mentawai","Today's Mentawai Version, 1993","N2MWV/LAI","MWVLAIN2DA16","audio_drama","Latn","mwv","MWVLAI"
"Mentawai","Today's Mentawai Version, 1993","N2MWV/LAI","MWVLAIP2DV","video_stream","Latn","mwv","MWVLAI"
"Hmong Daw","1997 Hmong Baptist Fellowship","N2MWW/HDV","MWWHDV","text_plain","Latn","mww","MWWHDV"
"Hmong Daw","1997 Hmong Baptist Fellowship","N2MWW/HDV","MWWHDVC2DA","audio_drama","Latn","mww","MWWHDV"
"Hmong Daw","1997 Hmong Baptist Fellowship","N2MWW/HDV","MWWHDVN2DA","audio_drama","Latn","mww","MWWHDV"
"Hmong Daw","1997 Hmong Baptist Fellowship","N2MWW/HDV","MWWHDVN2DA16","audio_drama","Latn","mww","MWWHDV"
"Hmong Daw","1997 Hmong Baptist Fellowship","O2MWW/HDV","MWWHDVO2DA","audio_drama","Latn","mww","MWWHDV"
"Tezoatlán Mixtec","2006 Bible League International","N2MXB/MVR","MXBMVR","text_plain",NULL,"mxb","MXBMVR"
"Tezoatlán Mixtec","2006 Bible League International","N2MXB/MVR","MXBMVRN1DA","audio",NULL,"mxb","MXBMVR"
"Tezoatlán Mixtec","2006 Bible League International","N2MXB/MVR","MXBMVRN2DA","audio_drama",NULL,"mxb","MXBMVR"
"Juquila Mixe","2004 Bible League International","N1MXQ/TBL","MXQTBL","text_plain",NULL,"mxq","MXQTBL"
"Juquila Mixe","2004 Bible League International","N1MXQ/TBL","MXQTBLN1DA","audio",NULL,"mxq","MXQTBL"
"Jamiltepec Mixtec","1983 Bible League International","N2MXT/TBL","MXTTBL","text_plain",NULL,"mxt","MXTTBL"
"Jamiltepec Mixtec","1983 Bible League International","N2MXT/TBL","MXTTBLN1DA","audio",NULL,"mxt","MXTTBL"
"Jamiltepec Mixtec","1983 Bible League International","N2MXT/TBL","MXTTBLN2DA","audio_drama",NULL,"mxt","MXTTBL"
"Metlatónoc Mixtec","2017 Wycliffe Bible Translators, Inc","N1MXV/WBT","MXVWBT","text_format","Latn","mxv","MXVWBT"
"Metlatónoc Mixtec","2017 Wycliffe Bible Translators, Inc","N1MXV/WBT","MXVWBT","text_plain","Latn","mxv","MXVWBT"
"Metlatónoc Mixtec","2017 Wycliffe Bible Translators, Inc","N1MXV/WBT","MXVWBTN1DA","audio","Latn","mxv","MXVWBT"
"Metlatónoc Mixtec","2017 Wycliffe Bible Translators, Inc","N1MXV/WBT","MXVWBTN1DA16","audio","Latn","mxv","MXVWBT"
"Metlatónoc Mixtec","2017 Wycliffe Bible Translators, Inc","N1MXV/WBT","MXVWBTP2DV","video_stream","Latn","mxv","MXVWBT"
"Burmese","Myanmar Standard Bible","N2MYA/GBI","MYAGBI","text_plain","Mymr","mya","MYAGBI"
"Burmese","Myanmar Standard Bible","N2MYA/GBI","MYAGBI","text_format","Mymr","mya","MYAGBI"
"Burmese","Myanmar Standard Bible","N2MYA/GBI","MYAGBIN1DA","audio","Mymr","mya","MYAGBI"
"Burmese","Myanmar Standard Bible","N2MYA/GBI","MYAGBIN1DA16","audio","Mymr","mya","MYAGBI"
"Burmese","Myanmar Standard Bible","N2MYA/GBI","MYAGBIN2DA","audio_drama","Mymr","mya","MYAGBI"
"Burmese","Myanmar Standard Bible","N2MYA/GBI","MYAGBIN2DA16","audio_drama","Mymr","mya","MYAGBI"
"Burmese","သမ္မာကျမ်း (Judson Bible)","P2MYA/LPF","MYALPFP2DV","video_stream","Mymr","mya","MYABJB"
"Burmese","သမ္မာကျမ်း (Judson Bible)","N2MYA/OJV","MYAOJV","text_plain","Mymr","mya","MYABJB"
"Burmese","သမ္မာကျမ်း (Judson Bible)","N2MYA/OJV","MYAOJV","text_format","Mymr","mya","MYABJB"
"Burmese","သမ္မာကျမ်း (Judson Bible)","N2MYA/OJV","MYAOJVN2DA","audio_drama","Mymr","mya","MYABJB"
"Burmese","သမ္မာကျမ်း (Judson Bible)","N2MYA/OJV","MYAOJVN2DA16","audio_drama","Mymr","mya","MYABJB"
"Mbay","2004 Bible Society of Chad","N2MYB/ABT","MYBABT","text_plain","Latn","myb","MYBBSC"
"Mbay","2004 Bible Society of Chad","N2MYB/ABT","MYBABTN2DA","audio_drama","Latn","myb","MYBBSC"
"Mbay","2004 Bible Society of Chad","N2MYB/ABT","MYBABTN2DA16","audio_drama","Latn","myb","MYBBSC"
"Mbay","2004 Bible Society of Chad","N2MYB/ABT","MYBABTP2DV","video_stream","Latn","myb","MYBBSC"
"Myene","1999 Bible Society of Gabon","N2MYE/BSG","MYEBSGN1DA","audio","Latn","mye","MYEBSG"
"Myene","1999 Bible Society of Gabon","N2MYE/BSG","MYEBSGN1DA16","audio","Latn","mye","MYEBSG"
"Myene","1999 Bible Society of Gabon","N2MYE/BSG","MYEBSGN2DA","audio_drama","Latn","mye","MYEBSG"
"Myene","1999 Bible Society of Gabon","N2MYE/BSG","MYEBSGN2DA16","audio_drama","Latn","mye","MYEBSG"
"Myene","1999 Bible Society of Gabon","N2MYE/BSG","MYEBSGP2DV","video_stream","Latn","mye","MYEBSG"
"Mamara Senoufo","2006 Wycliffe Bible Translators Inc.","N2MYK/WBT","MYKWBT","text_plain","Latn","myk","MYKWBT"
"Mamara Senoufo","2006 Wycliffe Bible Translators Inc.","N2MYK/WBT","MYKWBTN2DA","audio_drama","Latn","myk","MYKWBT"
"Mamara Senoufo","2006 Wycliffe Bible Translators Inc.","N2MYK/WBT","MYKWBTN2DA16","audio_drama","Latn","myk","MYKWBT"
"Mamara Senoufo","2006 Wycliffe Bible Translators Inc.","N2MYK/WBT","MYKWBTP2DV","video_stream","Latn","myk","MYKWBT"
"Erzya","Institute for Bible Translation","N2MYV/IBT","MYVIBT","text_plain","Cyrl","myv","MYVIBT"
"Erzya","Institute for Bible Translation","N2MYV/IBT","MYVIBTN1DA","audio","Cyrl","myv","MYVIBT"
"Erzya","Institute for Bible Translation","N2MYV/IBT","MYVIBTN1DA16","audio","Cyrl","myv","MYVIBT"
"Erzya","Institute for Bible Translation","N2MYV/IBT","MYVIBTN2DA","audio_drama","Cyrl","myv","MYVIBT"
"Erzya","Institute for Bible Translation","N2MYV/IBT","MYVIBTN2DA16","audio_drama","Cyrl","myv","MYVIBT"
"Erzya","Institute for Bible Translation","N2MYV/IBT","MYVIBTP2DV","video_stream","Cyrl","myv","MYVIBT"
"Muyuw","1993 Wycliffe Bible Translators, Inc. All rights reserved.","N2MYW/PNG","MYWPNG","text_plain","Latn","myw","MYWPNG"
"Masaaba","2008 Bible Society of Uganda","N2MYX/BSU","MYXBSU","text_format","Latn","myx","MYXBSU"
"Masaaba","2008 Bible Society of Uganda","N2MYX/BSU","MYXBSU","text_plain","Latn","myx","MYXBSU"
"Masaaba","2008 Bible Society of Uganda","N2MYX/BSU","MYXBSUN2DA","audio_drama","Latn","myx","MYXBSU"
"Masaaba","2008 Bible Society of Uganda","N2MYX/BSU","MYXBSUN2DA16","audio_drama","Latn","myx","MYXBSU"
"Masaaba","2008 Bible Society of Uganda","N2MYX/BSU","MYXBSUP2DV","video_stream","Latn","myx","MYXBSU"
"Macuna","Sociedad Biblica Internacional 1989","N2MYY/WBT","MYYWBT","text_plain","Latn","myy","MYYWBT"
"Macuna","Sociedad Biblica Internacional 1989","N2MYY/WBT","MYYWBTN1DA","audio","Latn","myy","MYYWBT"
"Macuna","Sociedad Biblica Internacional 1989","N2MYY/WBT","MYYWBTN2DA","audio_drama","Latn","myy","MYYWBT"
"Macuna","Sociedad Biblica Internacional 1989","N2MYY/WBT","MYYWBTN2DA16","audio_drama","Latn","myy","MYYWBT"
"Macuna","Sociedad Biblica Internacional 1989","N2MYY/WBT","MYYWBTP2DV","video_stream","Latn","myy","MYYWBT"
"Santa María Zacatepec Mixtec","2015 Wycliffe Bible Translators, Inc.","N2MZA/WBT","MZAWBT","text_plain","Latn","mza","MZAWBT"
"Santa María Zacatepec Mixtec","2015 Wycliffe Bible Translators, Inc.","N2MZA/WBT","MZAWBTN2DA","audio_drama","Latn","mza","MZAWBT"
"Santa María Zacatepec Mixtec","2015 Wycliffe Bible Translators, Inc.","N2MZA/WBT","MZAWBTN2DA16","audio_drama","Latn","mza","MZAWBT"
"Santa María Zacatepec Mixtec","2015 Wycliffe Bible Translators, Inc.","N2MZA/WBT","MZAWBTP2DV","video_stream","Latn","mza","MZAWBT"
"Ixcatlán Mazatec","BSM Version","N2MZI/BSM","MZIBSM","text_plain","Latn","mzi","MZIMZI"
"Manya","2018 Edition","P2MZJ/SIM","MZJSIM","text_plain","Latn","mzj","MZJSIM"
"Manya","2018 Edition","P2MZJ/SIM","MZJSIM","text_format","Latn","mzj","MZJSIM"
"Manya","2018 Edition","P2MZJ/SIM","MZJSIMP1DA","audio","Latn","mzj","MZJSIM"
"Manya","2018 Edition","P2MZJ/SIM","MZJSIMP2DA","audio_drama","Latn","mzj","MZJSIM"
"Nigeria Mambila","1977 Bible League Intl.","N2MZK/TBL","MZKTBL","text_plain",NULL,"mzk","MZKTBL"
"Nigeria Mambila","1977 Bible League Intl.","N2MZK/TBL","MZKTBLN2DA","audio_drama",NULL,"mzk","MZKTBL"
"Nigeria Mambila","1977 Bible League Intl.","N2MZK/TBL","MZKTBLN2DA16","audio_drama",NULL,"mzk","MZKTBL"
"Nigeria Mambila","1977 Bible League Intl.","N2MZK/TBL","MZKTBLP2DV","video_stream",NULL,"mzk","MZKTBL"
"Mazatlán Mixe","2005 Bible Society of Mexico","N2MZL/MSV","MZLMSVN2DA","audio_drama",NULL,"mzl","MZLBSM"
"Mumuye","2018 Wycliffe Bible Translators, Inc. and The Nigeria Bible Translation Trust","N2MZM/WBT","MZMWBT","text_plain","Latn","mzm","MZMWBT"
"Mumuye","2018 Wycliffe Bible Translators, Inc. and The Nigeria Bible Translation Trust","N2MZM/WBT","MZMWBT","text_format","Latn","mzm","MZMWBT"
"Mumuye","2018 Wycliffe Bible Translators, Inc. and The Nigeria Bible Translation Trust","N2MZM/WBT","MZMWBTN2DA","audio_drama","Latn","mzm","MZMWBT"
"Mumuye","2018 Wycliffe Bible Translators, Inc. and The Nigeria Bible Translation Trust","N2MZM/WBT","MZMWBTN2DA16","audio_drama","Latn","mzm","MZMWBT"
"Deg","1990 Wycliffe Bible Translators Inc.","N1MZW/NVS","MZWNVS","text_plain","Latn","mzw","MZWNVS"
"Deg","1990 Wycliffe Bible Translators Inc.","N1MZW/NVS","MZWNVSN1DA","audio","Latn","mzw","MZWNVS"
"Deg","1990 Wycliffe Bible Translators Inc.","N1MZW/NVS","MZWNVSN1DA16","audio","Latn","mzw","MZWNVS"
"Deg","1990 Wycliffe Bible Translators Inc.","N1MZW/NVS","MZWNVSP1DV","video_stream","Latn","mzw","MZWNVS"
"Maiadomu","2010 Wycliffe Bible Translators, Inc.","P2MZZ/WBT","MZZWBT","text_plain","Latn","mzz","MZZWBT"
"Southern Nambikuára","Wycliffe Bible Translators, Inc.","N1NAB/WYI","NABWYI","text_plain","Latn","nab","NABWBT"
"Southern Nambikuára","Wycliffe Bible Translators, Inc.","N1NAB/WYI","NABWYIN1DA","audio","Latn","nab","NABWBT"
"Southern Nambikuára","Wycliffe Bible Translators, Inc.","N1NAB/WYI","NABWYIN1DA16","audio","Latn","nab","NABWBT"
"Nabak","1988 Wycliffe Bible Translators, Inc.","N2NAF/WBT","NAFWBT","text_plain","Latn","naf","NAFWBT"
"Guerrero Nahuatl","2012 Bible League","N1NAH/NVS","NAHNVS","text_plain","Latn","ngu","NGUTBL"
"Guerrero Nahuatl","2012 Bible League","N1NAH/NVS","NAHNVSN1DA","audio","Latn","ngu","NGUTBL"
"Eastern Huasteca Nahuatl","1985 The Bible League","N1NAI/BTT","NAIBTTN1DA","audio",NULL,"nhe","NHETBG"
"Nakanai","1998 Wycliffe Bible Translators, Inc.","N2NAK/TBL","NAKTBL","text_plain","Latn","nak","NAKTBL"
"Chinese, Min Nan","Today's Taiwanese Version","N2NAN/TTV","NANTTV","text_plain","Latn","nan","NANTTV"
"Chinese, Min Nan","Today's Taiwanese Version","N2NAN/TTV","NANTTVN2DA","audio_drama","Latn","nan","NANTTV"
"Chinese, Min Nan","Today's Taiwanese Version","N2NAN/TTV","NANTTVN2DA16","audio_drama","Latn","nan","NANTTV"
"Chinese, Min Nan","Today's Taiwanese Version","N2NAN/TTV","NANTTVP2DV","video_stream","Latn","nan","NANTTV"
"Naasioi","1994 Bible Society of Papua New Guinea","N2NAS/PNG","NASPNG","text_plain","Latn","nas","NASPNG"
"Naasioi","1994 Bible Society of Papua New Guinea","N2NAS/PNG","NASPNGN2DA","audio_drama","Latn","nas","NASPNG"
"Naasioi","1994 Bible Society of Papua New Guinea","N2NAS/PNG","NASPNGN2DA16","audio_drama","Latn","nas","NASPNG"
"Navajo","1985 American Bible Society","N1NAV/ABS","NAVABSN1DA","audio",NULL,"nav","NAVABS"
"Navajo","1985 American Bible Society","N1NAV/ABS","NAVABSN1DA16","audio",NULL,"nav","NAVABS"
"Nawuri","2012 Wycliffe Bible Translators, Inc","N2NAW/WBT","NAWWBT","text_plain","Latn","naw","NAWWBT"
"Nawuri","2012 Wycliffe Bible Translators, Inc","N2NAW/WBT","NAWWBT","text_format","Latn","naw","NAWWBT"
"Nawuri","2012 Wycliffe Bible Translators, Inc","N2NAW/WBT","NAWWBTN1DA","audio","Latn","naw","NAWWBT"
"Nawuri","2012 Wycliffe Bible Translators, Inc","N2NAW/WBT","NAWWBTN1DA16","audio","Latn","naw","NAWWBT"
"Nawuri","2012 Wycliffe Bible Translators, Inc","N2NAW/WBT","NAWWBTN2DA","audio_drama","Latn","naw","NAWWBT"
"Nawuri","2012 Wycliffe Bible Translators, Inc","N2NAW/WBT","NAWWBTN2DA16","audio_drama","Latn","naw","NAWWBT"
"Nawuri","2012 Wycliffe Bible Translators, Inc","N2NAW/WBT","NAWWBTP2DV","video_stream","Latn","naw","NAWWBT"
"Nggem","2003, 2004, 2007, 2008, 2013 Tim Penterjemah Bahasa Nggem (The Nggem Translation Team)","P2NBQ/NTT","NBQNTT","text_plain","Latn","nbq","NBQNTT"
"Iyo","2009 Wycliffe Bible Translators, Inc.","N1NCA/WBT","NCAWBT","text_plain","Latn","nca","NCAWBT"
"Iyo","2009 Wycliffe Bible Translators, Inc.","N1NCA/WBT","NCAWBT","text_format","Latn","nca","NCAWBT"
"Central Huasteca Nahuatl","2005 Bible League International","N2NCH/TBL","NCHTBL","text_plain",NULL,"nch","NCHTBL"
"Central Huasteca Nahuatl","2005 Bible League International","N2NCH/TBL","NCHTBLN2DA","audio_drama",NULL,"nch","NCHTBL"
"Central Huasteca Nahuatl","2005 Bible League International","N2NCH/TBL","NCHTBLN2DA16","audio_drama",NULL,"nch","NCHTBL"
"Northern Puebla Nahuatl","1979 Liga Biblica Mundial del Hogar","N2NCJ/TBL","NCJTBL","text_plain","Latn","ncj","NCJTBL"
"Northern Puebla Nahuatl","1979 Liga Biblica Mundial del Hogar","N2NCJ/TBL","NCJTBLN2DA","audio_drama","Latn","ncj","NCJTBL"
"Northern Puebla Nahuatl","1979 Liga Biblica Mundial del Hogar","N2NCJ/TBL","NCJTBLN2DA16","audio_drama","Latn","ncj","NCJTBL"
"Michoacán Nahuatl","1998 The Bible League","P1NCL/TBL","NCLTBL","text_plain","Latn","ncl","NCLTBL"
"Michoacán Nahuatl","1998 The Bible League","P1NCL/TBL","NCLTBL","text_format","Latn","ncl","NCLTBL"
"Michoacán Nahuatl","1998 The Bible League","P1NCL/TBL","NCLTBLP1DA","audio","Latn","ncl","NCLTBL"
"Chumburung","1988 Wycliffe Bible Translators Inc.","N2NCU/WBT","NCUWBT","text_plain",NULL,"ncu","NCUWBT"
"Chumburung","1988 Wycliffe Bible Translators Inc.","N2NCU/WBT","NCUWBTN2DA","audio_drama",NULL,"ncu","NCUWBT"
"Chumburung","1988 Wycliffe Bible Translators Inc.","N2NCU/WBT","NCUWBTN2DA16","audio_drama",NULL,"ncu","NCUWBT"
"Ndau","1999 Bible Society of Zimbabwe","N2NDC/BSZ","NDCBSZN2DA","audio_drama",NULL,"ndc","NDCBSZ"
"Ndau","1999 Bible Society of Zimbabwe","N2NDC/BSZ","NDCBSZN2DA16","audio_drama",NULL,"ndc","NDCBSZ"
"Ndau","1999 Bible Society of Zimbabwe","N2NDC/BSZ","NDCBSZP2DV","video_stream",NULL,"ndc","NDCBSZ"
"North Ndebele","1978 Bible Society of Zimbabwe","N2NDE/BSZ","NDEBSZN2DA","audio_drama","Latn","nde","NDEBSZ"
"North Ndebele","1978 Bible Society of Zimbabwe","N2NDE/BSZ","NDEBSZN2DA16","audio_drama","Latn","nde","NDEBSZ"
"North Ndebele","1978 Bible Society of Zimbabwe","N2NDE/BSZ","NDEBSZP2DV","video_stream","Latn","nde","NDEBSZ"
"Samba Leko","2007 Bible Society of Cameroon","N2NDI/ABC","NDIABCN2DA","audio_drama",NULL,"ndi","NDIBSC"
"Samba Leko","2007 Bible Society of Cameroon","N2NDI/ABC","NDIABCN2DA16","audio_drama",NULL,"ndi","NDIBSC"
"Ndamba","Chilongu cha Nyanyi kwa Vandu Vonda","N1NDJ/PBT","NDJPBT","text_plain","Latn","ndj","NDJPBT"
"Ndamba","Chilongu cha Nyanyi kwa Vandu Vonda","N1NDJ/PBT","NDJPBTN1DA","audio","Latn","ndj","NDJPBT"
"Lutos","2015 Bibles International","N2NDY/BIV","NDYBIV","text_plain","Latn","ndy","NDYBIV"
"Lutos","2015 Bibles International","N2NDY/BIV","NDYBIVN1DA","audio","Latn","ndy","NDYBIV"
"Lutos","2015 Bibles International","N2NDY/BIV","NDYBIVN2DA","audio_drama","Latn","ndy","NDYBIV"
"Lutos","2015 Bibles International","N2NDY/BIV","NDYBIVP2DV","video_stream","Latn","ndy","NDYBIV"
"Ndogo","2001 Wycliffe Bible Translators Inc.","N2NDZ/WBT","NDZWBT","text_plain",NULL,"ndz","NDZWBT"
"Ndogo","2001 Wycliffe Bible Translators Inc.","N2NDZ/WBT","NDZWBTN2DA","audio_drama",NULL,"ndz","NDZWBT"
"Ndogo","2001 Wycliffe Bible Translators Inc.","N2NDZ/WBT","NDZWBTP2DV","video_stream",NULL,"ndz","NDZWBT"
"Toura (Côte d'Ivoire)","2004 Wycliffe","N2NEB/WYI","NEBWYI","text_plain","Latn","neb","NEBWYI"
"Toura (Côte d'Ivoire)","2004 Wycliffe","N2NEB/WYI","NEBWYIN2DA","audio_drama","Latn","neb","NEBWYI"
"Toura (Côte d'Ivoire)","2004 Wycliffe","N2NEB/WYI","NEBWYIN2DA16","audio_drama","Latn","neb","NEBWYI"
"Nepali (individual language)","New Revised Version","N2NEP/NRV","NEPNRVN2DA","audio_drama",NULL,"npi","NPINRV"
"Nepali (individual language)","New Revised Version","N2NEP/NRV","NEPNRVN2DA16","audio_drama",NULL,"npi","NPINRV"
"Nepali (individual language)","New Revised Version","P2NEP/LPF","NEPNRVP2DV","video_stream",NULL,"npi","NPINRV"
"North Central Mixe","2008 Bible League International","N2NEQ/MVR","NEQMVRN1DA","audio",NULL,"neq","NEQTBN"
"North Central Mixe","2008 Bible League International","N2NEQ/MVR","NEQMVRN2DA","audio_drama",NULL,"neq","NEQTBN"
"Newari","1986 Nepal Bible Society","N2NEW/NBS","NEWNBSN2DA","audio_drama",NULL,"new","NEWNBS"
"Newari","1986 Nepal Bible Society","N2NEW/NBS","NEWNBSN2DA16","audio_drama",NULL,"new","NEWNBS"
"Newari","revised version","N2NEW/NCL","NEWNCL","text_plain","Deva","new","NEWNCL"
"Newari","revised version","N2NEW/NCL","NEWNCLN1DA","audio","Deva","new","NEWNCL"
"Newari","revised version","N2NEW/NCL","NEWNCLN1DA16","audio","Deva","new","NEWNCL"
"Newari","revised version","N2NEW/NCL","NEWNCLN2DA","audio_drama","Deva","new","NEWNCL"
"Newari","revised version","N2NEW/NCL","NEWNCLN2DA16","audio_drama","Deva","new","NEWNCL"
"Newari","revised version","N2NEW/NCL","NEWNCLP2DV","video_stream","Deva","new","NEWNCL"
"Nafaanra","1983 Wycliffe Bible Translators Inc.","N2NFR/IBS","NFRIBS","text_plain",NULL,"nfr","NFRIBS"
"Nafaanra","1983 Wycliffe Bible Translators Inc.","N2NFR/IBS","NFRIBSN2DA","audio_drama",NULL,"nfr","NFRIBS"
"Nafaanra","1983 Wycliffe Bible Translators Inc.","N2NFR/IBS","NFRIBSN2DA16","audio_drama",NULL,"nfr","NFRIBS"
"Northern Ngbandi","1987 Bible Society","N2NGB/DRC","NGBDRCN2DA","audio_drama",NULL,"ngb","NGBDRC"
"Northern Ngbandi","1987 Bible Society","N2NGB/DRC","NGBDRCN2DA16","audio_drama",NULL,"ngb","NGBDRC"
"Northern Ngbandi","1987 Bible Society","N2NGB/DRC","NGBDRCP2DV","video_stream",NULL,"ngb","NGBDRC"
"Lomwe","Sociedade Bíblica de Mocambique, 2017","N2NGL/RLV","NGLRLV","text_format","Latn","ngl","NGLRLV"
"Lomwe","Sociedade Bíblica de Mocambique, 2017","N2NGL/RLV","NGLRLV","text_plain","Latn","ngl","NGLRLV"
"Lomwe","Sociedade Bíblica de Mocambique, 2017","N2NGL/RLV","NGLRLVN1DA","audio","Latn","ngl","NGLRLV"
"Lomwe","Sociedade Bíblica de Mocambique, 2017","N2NGL/RLV","NGLRLVN1DA16","audio","Latn","ngl","NGLRLV"
"Lomwe","Sociedade Bíblica de Mocambique, 2017","N2NGL/RLV","NGLRLVN2DA","audio_drama","Latn","ngl","NGLRLV"
"Lomwe","Sociedade Bíblica de Mocambique, 2017","N2NGL/RLV","NGLRLVN2DA16","audio_drama","Latn","ngl","NGLRLV"
"Lomwe","Sociedade Bíblica de Mocambique, 2017","N2NGL/RLV","NGLRLVP2DV","video_stream","Latn","ngl","NGLRLV"
"Ngoni","Pioneer Bible Translators","N2NGO/PBT","NGOPBT","text_format","Latn","ngo","NGOPBT"
"Ngoni","Pioneer Bible Translators","N2NGO/PBT","NGOPBT","text_plain","Latn","ngo","NGOPBT"
"Ngoni","Pioneer Bible Translators","N2NGO/PBT","NGOPBTN1DA","audio","Latn","ngo","NGOPBT"
"Ngoni","Pioneer Bible Translators","N2NGO/PBT","NGOPBTN2DA","audio_drama","Latn","ngo","NGOPBT"
"Ngoni","Pioneer Bible Translators","N2NGO/PBT","NGOPBTP2DV","video_stream","Latn","ngo","NGOPBT"
"Ngulu","Ndangano Imp'hya kwa Want'hu Wose","N1NGP/PBT","NGPPBT","text_plain","Latn","ngp","NGPPBT"
